,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
29087,64346,Sales & Marketing,region_2,0,m,other,1,41,1.0,7,0,0,51,0
29095,56344,Sales & Marketing,region_26,0,m,other,2,22,4.0,2,0,0,48,0
29133,75295,Operations,region_8,0,m,other,1,27,5.0,4,1,0,63,0
29159,66265,Operations,region_32,0,m,other,1,28,3.0,3,0,0,58,0
29167,44628,Sales & Marketing,region_28,0,m,other,1,26,3.0,5,0,1,45,0
29179,24117,Analytics,region_22,0,m,other,2,26,3.0,5,0,0,86,0
29205,66148,Operations,region_26,0,m,other,1,29,3.0,5,1,0,62,0
29221,51148,Sales & Marketing,region_2,0,m,other,1,34,4.0,7,0,0,53,0
29230,47126,Sales & Marketing,region_7,0,m,other,1,30,3.0,2,0,0,50,0
29246,50842,Sales & Marketing,region_2,0,f,sourcing,1,30,4.0,4,0,0,49,0
29264,13958,Sales & Marketing,region_2,0,f,other,1,40,1.0,4,1,0,47,0
29274,52420,Analytics,region_15,0,m,other,1,30,1.0,3,0,0,85,0
29282,28767,Sales & Marketing,region_22,0,m,other,1,27,3.0,3,1,0,50,0
29314,20809,Legal,region_2,0,m,sourcing,1,47,4.0,6,1,0,56,0
29326,23922,Sales & Marketing,region_31,0,m,other,2,27,3.0,3,0,0,50,0
29375,32260,Operations,region_2,0,m,other,1,53,5.0,13,0,0,57,0
29465,33025,Technology,region_7,0,m,sourcing,1,24,,1,0,0,82,0
29477,69236,Sales & Marketing,region_22,0,m,other,1,27,5.0,2,0,0,49,0
29483,48998,Analytics,region_22,0,m,sourcing,1,26,4.0,6,1,0,85,1
29529,8787,Sales & Marketing,region_2,0,f,other,1,53,2.0,9,0,0,49,0
29579,37581,Sales & Marketing,region_2,0,m,sourcing,1,21,,1,1,0,52,0
29586,31829,Sales & Marketing,region_13,0,m,sourcing,1,45,3.0,14,0,0,51,0
29612,57495,Operations,region_2,0,m,other,1,37,4.0,4,0,0,64,0
29656,56566,Sales & Marketing,region_27,0,m,other,1,28,5.0,3,1,0,51,0
29658,32812,Analytics,region_22,0,m,other,1,29,3.0,2,1,0,84,1
29662,23873,Sales & Marketing,region_22,0,m,other,1,26,1.0,5,0,0,47,0
29678,71940,Sales & Marketing,region_32,0,m,other,3,28,3.0,2,0,0,54,0
29685,52036,Procurement,region_2,0,m,other,1,43,1.0,12,0,0,71,0
29705,7145,Sales & Marketing,region_7,0,m,other,1,29,5.0,2,1,0,52,0
29708,31789,Sales & Marketing,region_1,0,m,other,1,26,,1,0,0,51,0
29714,21156,Operations,region_15,0,m,other,1,35,3.0,7,0,0,61,0
29761,51927,Sales & Marketing,region_16,0,m,other,1,23,,1,1,0,49,0
29764,39522,Technology,region_15,0,m,other,2,34,1.0,6,0,0,80,0
29772,15362,Sales & Marketing,region_31,0,m,sourcing,1,38,3.0,10,0,0,54,0
29776,61557,Operations,region_22,0,m,other,1,29,4.0,3,0,0,57,0
29777,33496,Sales & Marketing,region_13,0,m,other,1,50,1.0,15,0,0,53,0
29808,69555,Sales & Marketing,region_31,0,m,sourcing,1,38,5.0,9,0,0,54,0
29810,77452,Sales & Marketing,region_28,0,m,sourcing,1,36,3.0,7,0,0,47,0
29840,32589,Sales & Marketing,region_2,0,m,sourcing,1,30,5.0,4,0,0,49,0
29863,21795,Sales & Marketing,region_15,0,m,other,1,45,3.0,4,1,0,48,0
29866,778,R&D,region_27,0,m,other,2,28,3.0,1,0,0,81,0
29911,72064,Technology,region_2,0,m,other,1,25,3.0,2,0,0,76,0
29947,32209,Sales & Marketing,region_1,0,m,other,1,29,4.0,3,1,0,48,0
29952,51905,Sales & Marketing,region_15,0,m,sourcing,1,41,2.0,10,0,0,51,0
29974,17632,Sales & Marketing,region_7,0,m,sourcing,1,24,3.0,2,0,0,47,0
30042,14425,Sales & Marketing,region_2,0,m,other,1,26,,1,0,0,48,0
30049,67462,Sales & Marketing,region_2,0,m,other,1,59,5.0,15,0,0,52,0
30051,21129,Sales & Marketing,region_16,0,m,sourcing,1,39,1.0,9,0,0,50,0
30082,68824,Sales & Marketing,region_22,0,m,sourcing,2,29,,1,0,0,45,0
30135,57129,Sales & Marketing,region_14,0,m,other,2,24,3.0,2,0,0,50,0
30136,54036,Procurement,region_2,0,m,other,1,34,3.0,2,0,0,66,0
30151,3999,Technology,region_31,0,f,sourcing,1,27,1.0,4,0,0,74,0
30166,56488,Analytics,region_22,0,m,sourcing,1,23,,1,0,0,86,0
30171,61316,Operations,region_2,0,f,other,2,28,5.0,2,1,0,58,0
30239,63900,Sales & Marketing,region_30,0,m,sourcing,1,24,5.0,2,1,0,47,0
30253,66505,Sales & Marketing,region_22,0,f,other,1,29,3.0,3,0,0,47,0
30275,52989,Analytics,region_22,0,m,other,2,29,4.0,7,0,0,84,0
30293,19870,Technology,region_2,0,m,sourcing,1,38,1.0,8,0,0,80,0
30296,74366,Sales & Marketing,region_2,0,m,other,1,23,,1,0,0,53,0
30315,71923,Sales & Marketing,region_31,0,m,other,1,32,3.0,7,0,0,52,0
30321,26203,Sales & Marketing,region_2,0,m,other,1,43,3.0,4,0,0,49,0
30347,47924,Technology,region_2,0,f,sourcing,2,44,3.0,3,0,0,79,0
30356,6991,Sales & Marketing,region_22,0,m,other,1,43,1.0,5,1,0,46,0
30363,27758,HR,region_2,0,m,sourcing,1,41,4.0,9,0,0,47,0
30460,44487,Sales & Marketing,region_26,0,m,other,1,25,2.0,2,0,0,45,0
30473,42783,Sales & Marketing,region_2,0,m,other,1,44,4.0,13,0,0,48,0
30536,19993,Operations,region_2,0,f,other,1,40,3.0,8,0,0,59,0
30599,73491,Sales & Marketing,region_22,0,m,other,1,23,,1,0,0,54,0
30623,26333,Sales & Marketing,region_31,0,m,other,1,24,1.0,2,0,0,52,0
30624,50422,Sales & Marketing,region_2,0,m,sourcing,1,60,3.0,12,0,1,95,1
30652,65530,Sales & Marketing,region_2,0,f,other,1,24,2.0,2,0,0,53,0
30666,46850,Sales & Marketing,region_27,0,m,sourcing,1,29,3.0,5,0,0,52,0
30682,37364,Sales & Marketing,region_2,0,m,other,1,60,3.0,4,1,0,50,0
30748,276,Sales & Marketing,region_22,0,m,sourcing,4,28,3.0,7,0,0,46,0
30756,69553,Sales & Marketing,region_22,0,f,sourcing,1,28,3.0,4,0,0,51,0
30758,49226,Sales & Marketing,region_27,0,m,sourcing,4,28,,1,0,0,49,0
30766,46847,Sales & Marketing,region_2,0,m,sourcing,1,43,1.0,12,0,0,53,0
30779,41522,Sales & Marketing,region_22,0,m,other,1,43,2.0,7,0,0,48,0
30800,62408,Sales & Marketing,region_15,0,m,other,1,23,,1,1,0,49,0
30805,76784,Analytics,region_7,0,m,other,1,26,,1,1,0,86,0
30857,72032,Sales & Marketing,region_2,0,m,sourcing,1,36,5.0,6,0,0,52,0
30875,15940,Procurement,region_2,0,m,other,1,43,2.0,6,0,0,68,0
30878,54863,Sales & Marketing,region_15,0,m,sourcing,1,24,4.0,2,0,0,48,0
30949,64068,Sales & Marketing,region_23,0,m,other,1,29,3.0,7,0,0,50,0
30981,62559,Sales & Marketing,region_2,0,f,sourcing,2,43,1.0,7,0,0,45,0
31006,7773,Sales & Marketing,region_2,0,m,other,1,54,2.0,8,0,0,51,0
31032,28921,Procurement,region_15,0,f,other,1,53,2.0,6,1,1,66,0
31058,43583,Sales & Marketing,region_2,0,m,other,1,26,,1,0,0,49,0
31063,41542,Analytics,region_22,0,f,other,1,27,3.0,3,1,0,84,0
31069,21918,Sales & Marketing,region_32,0,m,other,3,23,,1,0,0,50,0
31074,58628,Sales & Marketing,region_22,0,m,sourcing,1,26,,1,0,0,53,0
31077,26301,Operations,region_15,0,m,other,1,34,5.0,9,1,0,59,0
31078,31599,Sales & Marketing,region_23,0,m,sourcing,1,24,3.0,2,0,0,51,0
31083,36617,Sales & Marketing,region_30,0,m,sourcing,1,24,4.0,3,0,0,54,0
31112,12531,Sales & Marketing,region_7,0,m,other,1,34,1.0,7,1,0,52,0
31135,76215,Sales & Marketing,region_22,0,f,sourcing,1,27,5.0,2,1,0,95,1
31199,54260,Sales & Marketing,region_22,0,m,sourcing,3,28,2.0,6,0,0,49,0
31219,62911,Sales & Marketing,region_2,0,m,other,2,23,,1,0,0,47,0
31222,2403,Sales & Marketing,region_15,0,m,other,1,48,3.0,6,0,0,47,0
31236,69705,Sales & Marketing,region_7,0,f,sourcing,1,25,,1,0,0,50,0
31249,75899,Sales & Marketing,region_2,0,m,sourcing,1,47,3.0,19,0,0,46,0
31264,33742,Sales & Marketing,region_31,0,m,other,1,24,3.0,2,0,0,48,0
31266,65709,Operations,region_22,0,m,sourcing,1,27,,1,0,0,54,0
31276,50484,Finance,region_2,0,f,other,1,45,3.0,13,0,0,58,0
31282,32933,Sales & Marketing,region_6,0,m,other,1,31,4.0,3,1,0,51,0
31294,4156,Sales & Marketing,region_2,0,f,sourcing,1,22,,1,0,0,52,0
31297,47566,Sales & Marketing,region_13,0,m,other,1,42,3.0,6,0,0,45,0
31311,949,Sales & Marketing,region_32,0,m,sourcing,1,26,3.0,2,0,0,51,0
31339,36995,Sales & Marketing,region_15,0,m,sourcing,1,39,1.0,5,0,0,49,0
31359,73479,Finance,region_2,0,f,sourcing,1,45,3.0,9,0,0,61,0
31409,1390,Sales & Marketing,region_2,0,m,other,2,21,,1,0,0,47,0
31433,11989,Sales & Marketing,region_15,0,m,other,1,29,2.0,4,0,0,45,0
31437,36656,Sales & Marketing,region_2,0,m,sourcing,1,24,4.0,2,1,0,52,0
31440,38752,Operations,region_2,0,f,sourcing,1,36,3.0,3,0,0,58,0
31456,66352,Sales & Marketing,region_7,0,m,other,1,30,2.0,5,0,0,49,0
31460,72919,Procurement,region_2,0,m,other,1,32,4.0,4,1,0,71,0
31462,52439,Sales & Marketing,region_7,0,m,other,1,27,5.0,2,1,0,52,0
31468,50860,Sales & Marketing,region_2,0,m,other,1,57,1.0,28,0,0,46,0
31476,62820,Sales & Marketing,region_28,0,m,sourcing,1,28,3.0,2,0,0,49,0
31490,69233,Sales & Marketing,region_7,0,m,other,1,26,4.0,3,1,0,67,1
31515,15752,Sales & Marketing,region_28,0,m,other,1,27,5.0,6,0,0,49,0
31557,45015,Sales & Marketing,region_2,0,f,other,1,40,2.0,12,0,0,51,0
31575,48409,Sales & Marketing,region_2,0,f,other,1,22,3.0,2,0,0,48,0
31596,20166,Sales & Marketing,region_31,0,m,other,1,37,2.0,7,0,0,51,0
31626,53777,Sales & Marketing,region_2,0,m,other,1,52,1.0,5,1,0,50,0
31635,5941,Sales & Marketing,region_2,0,m,sourcing,2,23,2.0,2,1,0,51,0
31662,5051,Sales & Marketing,region_2,0,f,other,1,30,3.0,2,0,0,46,0
31666,5924,Analytics,region_26,0,m,other,1,27,5.0,6,1,0,84,0
31795,2318,Sales & Marketing,region_28,0,m,other,1,34,1.0,8,0,0,49,0
31830,8799,Sales & Marketing,region_7,0,m,other,1,27,4.0,2,0,0,50,0
31832,11995,Sales & Marketing,region_29,0,m,other,1,28,,1,1,0,45,0
31836,41711,Analytics,region_22,0,m,other,1,26,4.0,5,1,1,82,0
31839,5923,Operations,region_2,0,f,other,1,54,5.0,7,1,0,59,0
31879,59231,Operations,region_8,0,f,other,1,29,5.0,5,1,0,65,0
31895,2246,Sales & Marketing,region_2,0,f,other,1,50,4.0,8,0,0,48,0
31896,58012,Sales & Marketing,region_2,0,f,other,1,21,4.0,1,0,0,43,0
31937,52402,Sales & Marketing,region_32,0,m,other,1,33,3.0,6,1,1,45,0
31949,34967,Sales & Marketing,region_2,0,m,sourcing,1,38,4.0,11,0,0,50,0
31966,24480,Sales & Marketing,region_29,0,m,other,1,27,,1,0,0,47,0
31967,15439,Sales & Marketing,region_31,0,m,other,1,23,3.0,2,0,0,49,0
31990,36399,Operations,region_15,0,m,other,2,36,3.0,10,1,0,58,0
31991,31167,HR,region_2,0,f,other,1,31,5.0,4,0,0,57,0
32044,64422,Procurement,region_15,0,f,other,1,53,5.0,24,1,0,69,0
32059,14943,Technology,region_2,0,f,other,1,54,1.0,9,0,0,78,0
32183,72024,Sales & Marketing,region_31,0,m,sourcing,1,26,4.0,4,0,0,49,0
32187,14839,Sales & Marketing,region_2,0,m,sourcing,1,29,,1,0,0,47,0
32190,5445,Sales & Marketing,region_7,0,m,other,1,28,5.0,4,0,0,48,0
32247,4706,Sales & Marketing,region_31,0,m,sourcing,1,33,3.0,10,0,0,48,0
32269,37988,Sales & Marketing,region_7,0,m,other,1,20,3.0,2,0,0,47,0
32277,4685,Technology,region_2,0,m,other,2,34,5.0,2,1,0,79,0
32282,8390,Sales & Marketing,region_27,0,m,other,1,33,2.0,7,0,0,45,0
32286,75604,Sales & Marketing,region_2,0,m,other,1,48,3.0,21,0,0,48,0
32288,51734,Operations,region_32,0,m,sourcing,1,31,4.0,7,0,0,59,0
32307,23173,Sales & Marketing,region_16,0,m,other,1,24,,1,0,0,50,0
32354,21793,Sales & Marketing,region_22,0,m,other,2,27,3.0,5,1,1,50,0
32365,38244,Sales & Marketing,region_25,0,m,other,2,24,4.0,2,0,0,49,0
32379,78118,Sales & Marketing,region_7,0,m,other,2,24,4.0,2,0,0,48,0
32387,10966,Operations,region_2,0,m,other,1,31,3.0,6,0,0,58,0
32407,61546,Technology,region_2,0,m,sourcing,1,32,3.0,3,0,0,89,1
32426,17862,Sales & Marketing,region_27,0,m,sourcing,1,29,1.0,4,0,0,42,0
32452,71643,Technology,region_5,0,m,other,1,31,3.0,2,1,0,76,0
32463,64744,Sales & Marketing,region_2,0,f,sourcing,1,32,1.0,5,0,0,52,0
32467,20961,Sales & Marketing,region_29,0,m,other,1,28,3.0,2,0,0,49,0
32490,7747,Technology,region_2,0,m,sourcing,2,26,1.0,2,0,0,81,0
32536,1755,Sales & Marketing,region_19,0,m,other,1,41,4.0,12,0,0,55,0
32544,43106,Sales & Marketing,region_2,0,m,other,1,52,3.0,2,1,0,50,0
32546,39043,HR,region_2,0,m,other,1,41,5.0,2,0,0,49,0
32562,63731,Sales & Marketing,region_2,0,m,other,1,29,1.0,3,0,0,49,0
32570,53235,Procurement,region_2,0,m,other,1,33,3.0,7,0,0,71,0
32588,75414,Sales & Marketing,region_9,0,m,other,1,31,3.0,9,0,0,45,0
32599,52009,Sales & Marketing,region_2,0,m,sourcing,1,21,4.0,2,1,0,47,0
32624,64890,Sales & Marketing,region_31,0,m,other,1,27,3.0,4,0,0,48,0
32635,34381,Sales & Marketing,region_2,0,f,other,1,35,3.0,6,0,0,51,0
32661,57951,Finance,region_2,0,f,other,1,32,3.0,6,0,0,62,0
32680,77943,Sales & Marketing,region_31,0,m,other,1,23,,1,0,0,48,0
32710,23061,Sales & Marketing,region_2,0,m,other,2,34,1.0,5,0,0,43,0
32712,56098,Sales & Marketing,region_2,0,m,other,1,33,5.0,2,0,0,51,0
32725,73231,Sales & Marketing,region_9,0,m,sourcing,1,30,4.0,4,0,0,48,0
32762,70302,Sales & Marketing,region_32,0,m,sourcing,2,27,3.0,3,0,0,50,0
32818,41423,Technology,region_2,0,m,sourcing,1,33,,1,1,0,76,0
32828,25836,Sales & Marketing,region_14,0,m,other,1,23,2.0,2,0,0,45,0
32844,48354,Operations,region_7,0,m,other,1,34,3.0,10,0,0,54,0
32860,30198,Sales & Marketing,region_26,0,m,sourcing,1,32,5.0,5,0,0,50,0
32867,22683,Sales & Marketing,region_15,0,f,sourcing,1,31,3.0,6,0,0,48,0
32908,52779,Sales & Marketing,region_2,0,m,other,1,36,1.0,8,0,0,48,0
32931,4606,Analytics,region_22,0,m,other,1,23,,1,0,0,90,0
32956,73117,Sales & Marketing,region_2,0,m,sourcing,1,37,1.0,11,0,0,49,0
32977,18006,Sales & Marketing,region_22,0,m,sourcing,1,25,1.0,2,0,0,53,0
32990,75612,Sales & Marketing,region_2,0,m,other,1,27,5.0,2,1,0,49,0
33042,26524,Analytics,region_2,0,m,sourcing,1,45,3.0,7,0,0,83,0
33071,7316,Sales & Marketing,region_22,0,m,other,1,21,1.0,2,0,0,53,0
33094,38256,Procurement,region_2,0,m,other,1,30,,1,1,0,68,0
33101,41674,Sales & Marketing,region_22,0,m,sourcing,1,26,3.0,3,1,0,45,0
33114,28263,Sales & Marketing,region_2,0,m,sourcing,1,22,,1,0,0,61,1
33119,39966,Sales & Marketing,region_31,0,m,sourcing,1,28,3.0,5,0,0,48,0
33162,31718,Sales & Marketing,region_23,0,m,sourcing,1,40,1.0,10,0,0,50,0
33197,14635,Sales & Marketing,region_2,0,m,sourcing,1,26,1.0,2,0,0,48,0
33210,66996,Sales & Marketing,region_2,0,f,other,1,32,4.0,7,0,0,53,0
33219,26068,HR,region_2,0,m,sourcing,1,44,3.0,12,0,0,48,0
33244,16544,Sales & Marketing,region_2,0,m,other,1,52,4.0,25,0,0,56,0
33253,39550,Sales & Marketing,region_14,0,m,other,1,22,1.0,2,1,0,48,0
33264,38297,Sales & Marketing,region_2,0,f,other,1,24,,1,1,1,53,0
33365,54140,Sales & Marketing,region_19,0,m,other,1,36,3.0,10,0,0,47,0
33366,38481,Analytics,region_2,0,m,sourcing,1,24,2.0,2,0,0,86,0
33442,22088,Sales & Marketing,region_2,0,m,other,1,31,3.0,4,0,0,52,0
33479,78214,Sales & Marketing,region_26,0,m,other,1,28,1.0,2,0,0,54,0
33483,77779,Analytics,region_32,0,m,other,2,24,,1,0,0,89,0
33501,68866,Sales & Marketing,region_2,0,m,sourcing,1,37,5.0,9,0,0,48,0
33568,39097,Sales & Marketing,region_28,0,m,other,1,35,5.0,7,1,0,50,0
33572,45639,Sales & Marketing,region_2,0,f,other,2,22,3.0,2,0,0,48,0
33578,26412,Procurement,region_2,0,f,other,1,32,3.0,10,1,0,69,0
33649,72369,Analytics,region_7,0,m,other,1,29,3.0,3,0,0,87,0
33692,52547,Sales & Marketing,region_2,0,m,other,1,43,2.0,12,0,0,52,0
33714,38646,Operations,region_2,0,f,other,1,32,3.0,4,0,0,57,0
33733,66184,Sales & Marketing,region_25,0,m,other,1,32,4.0,7,0,0,44,0
33826,40785,Sales & Marketing,region_2,0,m,other,1,41,4.0,13,0,0,46,0
33843,74460,Sales & Marketing,region_7,0,m,other,1,24,,1,0,0,49,0
33854,78081,Sales & Marketing,region_7,0,m,other,2,24,3.0,3,0,0,48,0
33858,35574,Analytics,region_7,0,m,other,1,26,5.0,2,1,0,85,0
33889,67697,Sales & Marketing,region_7,0,m,sourcing,1,27,3.0,3,0,0,51,0
33891,11223,Analytics,region_7,0,m,other,1,29,5.0,4,1,1,86,1
33892,1013,Analytics,region_22,0,m,sourcing,2,27,5.0,1,1,0,82,0
33917,67954,Sales & Marketing,region_31,0,m,other,1,26,4.0,5,0,0,48,0
33930,55247,Sales & Marketing,region_16,0,m,other,2,33,1.0,2,0,0,51,0
34011,49630,Sales & Marketing,region_2,0,m,other,1,47,3.0,7,1,0,52,0
34037,42964,Analytics,region_31,0,m,other,2,30,3.0,1,0,0,85,0
34066,41831,Analytics,region_22,0,m,sourcing,1,29,5.0,6,1,0,80,0
34082,9825,Sales & Marketing,region_22,0,f,other,1,28,3.0,10,1,0,52,0
34084,46212,Sales & Marketing,region_22,0,m,sourcing,1,27,1.0,3,1,0,50,0
34113,23632,Analytics,region_22,0,f,other,1,28,3.0,5,0,0,87,0
34195,71091,Analytics,region_22,0,m,other,1,23,,1,0,0,82,0
34197,57219,Sales & Marketing,region_28,0,m,other,1,28,5.0,3,1,0,55,0
34209,65954,R&D,region_2,0,m,other,2,26,2.0,3,0,0,85,0
34239,7974,Sales & Marketing,region_25,0,m,other,1,26,5.0,4,1,0,46,0
34243,20423,Sales & Marketing,region_2,0,m,other,1,26,5.0,2,1,0,47,1
34281,70611,Sales & Marketing,region_2,0,m,sourcing,2,22,,1,0,0,48,0
34317,20620,Sales & Marketing,region_15,0,f,sourcing,1,29,4.0,3,1,0,50,0
34325,22769,Sales & Marketing,region_13,0,m,other,1,31,4.0,3,0,0,49,0
34395,20439,Sales & Marketing,region_15,0,m,sourcing,1,28,2.0,4,1,0,50,0
34417,37393,Finance,region_2,0,m,sourcing,2,31,3.0,3,0,0,58,0
34427,29107,Sales & Marketing,region_13,0,m,other,1,23,4.0,2,1,0,47,1
34447,67450,Sales & Marketing,region_27,0,m,sourcing,1,33,3.0,3,0,0,53,0
34452,59736,Sales & Marketing,region_2,0,m,other,1,23,2.0,2,0,0,52,0
34465,41499,Sales & Marketing,region_13,0,m,other,1,27,3.0,7,0,0,52,0
34476,53388,Sales & Marketing,region_2,0,m,other,2,25,4.0,2,0,0,55,0
34492,71015,Operations,region_7,0,m,other,1,29,4.0,6,0,0,60,0
34525,63647,Sales & Marketing,region_2,0,f,other,1,25,,1,1,0,51,0
34568,21025,Analytics,region_2,0,m,sourcing,1,26,3.0,5,0,0,84,0
34575,32888,Sales & Marketing,region_27,0,m,sourcing,1,39,4.0,10,0,0,50,0
34625,63399,Sales & Marketing,region_31,0,m,sourcing,1,29,1.0,2,0,0,49,0
34645,12707,Analytics,region_22,0,m,sourcing,2,29,4.0,4,1,0,87,0
34647,6271,Sales & Marketing,region_7,0,m,sourcing,1,26,,1,0,0,48,0
34655,40807,Sales & Marketing,region_25,0,m,other,1,24,,1,0,0,49,0
34662,49790,R&D,region_2,0,m,other,1,27,5.0,2,0,0,82,0
34669,68753,Sales & Marketing,region_31,0,m,other,1,28,,1,0,0,53,0
34673,58274,Sales & Marketing,region_2,0,f,sourcing,1,30,3.0,4,0,0,44,0
34719,18661,Sales & Marketing,region_25,0,m,sourcing,1,25,2.0,3,0,0,49,0
34724,20246,Sales & Marketing,region_2,0,f,other,1,49,3.0,15,0,0,54,0
34733,64607,Operations,region_15,0,m,other,1,34,5.0,10,0,0,71,1
34829,73068,Sales & Marketing,region_7,0,m,sourcing,1,24,3.0,2,1,1,94,1
34918,13130,Sales & Marketing,region_22,0,m,other,1,28,5.0,2,1,0,48,0
34943,40830,Sales & Marketing,region_28,0,m,sourcing,1,35,5.0,5,1,0,50,0
34953,24473,Sales & Marketing,region_22,0,m,other,1,28,3.0,2,0,0,49,0
34966,71973,Sales & Marketing,region_9,0,m,other,1,39,3.0,4,0,0,52,0
34977,47443,Sales & Marketing,region_31,0,m,sourcing,1,35,4.0,7,1,0,50,0
35012,65871,Sales & Marketing,region_1,0,m,other,1,27,3.0,2,0,0,50,0
35014,41119,Sales & Marketing,region_28,0,m,other,1,34,4.0,7,0,0,48,0
35063,16644,Sales & Marketing,region_13,0,m,other,1,30,5.0,5,0,0,49,0
35072,41840,Sales & Marketing,region_15,0,m,sourcing,1,30,1.0,7,0,0,51,0
35109,65002,Technology,region_2,0,m,sourcing,1,52,1.0,6,1,0,78,0
35131,9982,Sales & Marketing,region_2,0,m,other,2,43,3.0,7,0,0,44,0
35134,20687,Operations,region_22,0,m,other,1,24,4.0,2,0,0,62,0
35152,44606,Operations,region_2,0,f,sourcing,1,34,3.0,4,0,0,55,0
35182,25360,Operations,region_2,0,f,sourcing,1,54,3.0,6,0,0,62,0
35219,43736,Sales & Marketing,region_2,0,m,sourcing,1,40,4.0,15,0,0,46,0
35248,33219,Operations,region_2,0,f,sourcing,1,32,5.0,5,0,0,58,0
35250,50628,Technology,region_2,0,f,sourcing,1,29,,1,0,0,83,0
35268,41702,Sales & Marketing,region_15,0,m,other,1,29,1.0,3,0,0,52,0
35270,6363,Sales & Marketing,region_2,0,m,sourcing,1,24,5.0,3,0,0,48,0
35296,46181,Sales & Marketing,region_7,0,m,sourcing,1,23,5.0,2,1,0,50,0
35298,51626,Sales & Marketing,region_16,0,m,other,1,25,2.0,3,1,0,52,0
35324,5018,Sales & Marketing,region_2,0,m,other,1,35,2.0,3,0,0,47,0
35326,45223,Sales & Marketing,region_2,0,m,sourcing,1,27,5.0,4,0,0,50,0
35379,27810,Analytics,region_31,0,m,other,3,30,5.0,10,0,0,81,1
35381,56377,Procurement,region_26,0,m,sourcing,1,28,3.0,3,0,0,73,0
35395,27704,Sales & Marketing,region_25,0,m,other,1,25,3.0,2,0,0,48,0
35401,33430,Sales & Marketing,region_13,0,m,other,1,48,5.0,7,1,0,49,0
35409,75506,Sales & Marketing,region_2,0,m,sourcing,2,24,,1,0,0,49,0
35473,61818,Sales & Marketing,region_15,0,m,sourcing,1,25,5.0,2,0,0,50,0
35503,31819,Sales & Marketing,region_22,0,m,sourcing,2,26,2.0,4,0,0,45,0
35560,58016,HR,region_2,0,m,sourcing,1,34,5.0,9,1,0,52,0
35577,62370,Analytics,region_2,0,f,other,1,24,,1,0,0,83,0
35594,35155,Sales & Marketing,region_7,0,m,other,1,35,2.0,3,0,0,43,0
35601,26762,Sales & Marketing,region_2,0,m,sourcing,1,23,4.0,2,1,1,49,0
35607,14529,Sales & Marketing,region_2,0,m,other,1,28,1.0,3,0,0,52,0
35615,74670,Sales & Marketing,region_7,0,m,other,1,39,2.0,3,0,0,48,0
35617,16330,Operations,region_15,0,m,sourcing,1,34,3.0,3,0,0,58,0
35619,50202,Sales & Marketing,region_9,0,m,sourcing,1,31,3.0,3,0,0,52,0
35723,56294,Sales & Marketing,region_22,0,f,sourcing,1,27,,1,0,0,52,0
35733,12994,Sales & Marketing,region_2,0,m,other,1,25,4.0,2,0,0,50,0
35759,4058,Sales & Marketing,region_11,0,m,other,1,32,3.0,2,0,0,49,0
35778,59024,Sales & Marketing,region_22,0,m,other,2,25,,1,1,0,50,0
35796,29851,Finance,region_2,0,m,other,1,44,4.0,6,0,0,59,0
35812,60954,Analytics,region_15,0,m,other,1,31,3.0,4,0,0,82,0
35816,73771,Analytics,region_9,0,m,sourcing,2,33,3.0,6,0,0,85,0
35835,62809,Analytics,region_32,0,m,sourcing,2,28,4.0,1,1,0,84,0
35836,17364,Sales & Marketing,region_2,0,f,other,1,22,,1,0,0,45,0
35873,69374,Sales & Marketing,region_22,0,m,sourcing,1,27,3.0,4,0,0,55,0
35894,5496,Analytics,region_7,0,m,other,1,25,4.0,3,1,0,82,0
35927,1076,Sales & Marketing,region_2,0,m,other,1,50,1.0,6,0,0,51,0
35961,11493,Sales & Marketing,region_15,0,m,sourcing,1,23,2.0,2,0,0,55,0
36026,68361,Sales & Marketing,region_16,0,m,sourcing,1,22,4.0,2,0,0,50,0
36036,20204,Operations,region_2,0,f,sourcing,1,32,3.0,3,0,0,57,0
36091,6699,Analytics,region_32,0,m,other,1,30,5.0,3,1,0,86,0
36107,35526,Sales & Marketing,region_1,0,m,other,1,33,5.0,8,1,0,47,0
36108,27971,Analytics,region_2,0,m,sourcing,2,32,3.0,5,0,0,80,0
36118,27253,Sales & Marketing,region_2,0,f,other,2,25,1.0,2,0,0,53,0
36121,6336,Sales & Marketing,region_13,0,m,other,1,24,3.0,3,0,0,54,0
36122,61095,Analytics,region_15,0,m,sourcing,2,30,4.0,4,0,0,84,0
36134,10631,Sales & Marketing,region_2,0,f,sourcing,1,29,5.0,4,0,0,48,0
36159,5586,Sales & Marketing,region_22,0,f,sourcing,1,27,3.0,3,0,0,46,0
36172,45858,Sales & Marketing,region_7,0,m,other,1,25,5.0,4,0,0,52,0
36180,34841,Analytics,region_27,0,m,other,1,31,3.0,7,0,0,85,0
36199,38360,Sales & Marketing,region_22,0,m,other,1,25,3.0,3,1,0,50,0
36238,29478,Sales & Marketing,region_2,0,m,other,1,24,,1,1,0,43,0
36254,60479,Sales & Marketing,region_13,0,m,sourcing,1,34,3.0,3,1,0,53,0
36258,70570,Sales & Marketing,region_1,0,m,sourcing,1,26,2.0,2,0,0,50,0
36263,52643,Sales & Marketing,region_15,0,m,other,1,38,3.0,3,0,0,44,0
36307,10698,Operations,region_2,0,m,other,1,33,5.0,6,0,0,57,0
