,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
4194,60535,Technology,region_7,Below Secondary,m,sourcing,1,26,3,1,0,0,81,0
4207,35356,Sales & Marketing,region_22,,m,sourcing,1,21,5,1,1,0,52,1
4238,44912,Sales & Marketing,region_24,Bachelor's,m,other,1,25,3,1,0,0,47,0
4251,71604,Operations,region_22,Bachelor's,f,other,1,26,5,1,1,0,59,0
4254,45030,Operations,region_2,Below Secondary,m,other,1,23,5,1,1,0,62,0
4259,77037,Operations,region_12,Bachelor's,m,sourcing,1,28,3,1,0,0,62,0
4265,57716,Analytics,region_29,Bachelor's,m,sourcing,1,28,5,1,1,0,82,0
4273,65598,Sales & Marketing,region_13,Bachelor's,m,other,1,20,3,1,0,0,48,0
4275,71467,Technology,region_26,Below Secondary,m,other,1,25,4,1,0,0,97,1
4285,59886,Technology,region_5,Bachelor's,m,sourcing,1,28,3,1,0,0,76,0
4291,4428,Operations,region_1,Bachelor's,m,sourcing,1,27,5,1,1,0,58,0
4298,21458,Sales & Marketing,region_20,Bachelor's,m,other,1,28,5,1,1,0,53,0
4309,10347,Procurement,region_26,Bachelor's,f,other,1,25,3,1,0,0,69,0
4314,32230,Technology,region_20,Bachelor's,m,sourcing,1,27,3,1,0,0,79,0
4337,2460,Operations,region_2,Bachelor's,m,other,1,23,3,1,0,0,61,0
4387,7452,Sales & Marketing,region_12,Bachelor's,m,other,1,28,5,1,1,0,54,0
4389,69597,HR,region_2,Bachelor's,f,other,1,28,3,1,0,0,51,0
4398,25253,Sales & Marketing,region_27,Bachelor's,m,other,1,31,5,1,1,0,53,0
4417,62599,Technology,region_13,Bachelor's,f,sourcing,3,29,4,1,1,0,82,0
4466,39492,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,24,3,1,0,0,52,0
4499,7397,Technology,region_12,Bachelor's,f,other,2,26,3,1,0,0,78,0
4508,67206,Operations,region_32,Bachelor's,m,other,1,26,3,1,0,0,58,0
4528,48113,Finance,region_2,Below Secondary,m,sourcing,1,25,3,1,1,0,60,0
4544,23529,Sales & Marketing,region_7,Bachelor's,m,other,1,28,5,1,1,0,51,0
4545,59101,Technology,region_9,,m,other,1,27,3,1,0,0,80,0
4584,70547,Analytics,region_22,Bachelor's,m,sourcing,1,22,3,1,0,0,86,0
4588,65182,Legal,region_2,Bachelor's,f,other,1,30,1,1,0,0,57,0
4599,30451,Sales & Marketing,region_15,Bachelor's,f,other,1,29,3,1,0,0,48,0
4601,30590,Technology,region_11,Bachelor's,m,sourcing,1,25,3,1,0,0,77,0
4611,13344,Operations,region_26,Bachelor's,f,sourcing,1,30,3,1,0,0,61,0
4648,61378,HR,region_13,Bachelor's,m,other,1,24,5,1,1,0,42,0
4657,12817,HR,region_2,Below Secondary,m,sourcing,1,20,3,1,0,0,49,0
4686,78163,HR,region_7,Bachelor's,m,other,1,29,3,1,0,0,48,0
4721,44858,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,30,1,1,0,0,49,0
4727,62084,Operations,region_7,Bachelor's,m,sourcing,1,28,3,1,0,0,58,0
4751,5768,Operations,region_22,,m,other,1,24,3,1,1,0,65,0
4753,59885,Analytics,region_22,Bachelor's,m,sourcing,1,26,3,1,0,0,84,0
4771,51,Procurement,region_2,Bachelor's,f,sourcing,1,24,5,1,1,0,68,0
4779,27586,Legal,region_2,Bachelor's,f,sourcing,1,28,3,1,0,0,59,0
4788,887,Procurement,region_16,Bachelor's,m,sourcing,1,30,5,1,1,0,73,0
4793,393,Analytics,region_7,Bachelor's,m,other,3,27,5,1,1,0,84,0
4794,16186,Technology,region_6,Bachelor's,f,sourcing,2,25,4,1,1,0,79,0
4873,43510,Sales & Marketing,region_12,Bachelor's,m,other,1,27,5,1,1,0,52,0
4874,557,Sales & Marketing,region_26,,m,other,1,26,3,1,0,0,52,0
4896,41796,Operations,region_22,Bachelor's,m,other,1,26,3,1,0,0,63,0
4900,37379,Sales & Marketing,region_2,,m,other,4,25,3,1,0,0,47,0
4912,34528,Procurement,region_13,Bachelor's,f,sourcing,2,28,3,1,0,0,69,0
4930,62673,Sales & Marketing,region_28,,m,sourcing,1,26,3,1,0,0,45,0
4933,5871,Operations,region_29,Bachelor's,m,other,1,29,3,1,0,0,60,0
4934,47792,Sales & Marketing,region_15,Bachelor's,m,other,1,27,5,1,1,0,45,1
4937,3746,Legal,region_15,Bachelor's,m,sourcing,1,29,3,1,0,0,60,0
4945,11899,HR,region_2,Bachelor's,f,referred,1,25,5,1,0,0,52,0
4949,50502,Sales & Marketing,region_2,,m,other,1,22,5,1,1,0,52,0
4951,26356,Sales & Marketing,region_26,,m,other,1,23,3,1,0,0,46,0
4954,65314,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,30,3,1,0,0,50,0
4976,15497,Analytics,region_34,Bachelor's,m,other,1,26,3,1,0,0,84,0
4981,29438,Sales & Marketing,region_12,Bachelor's,m,other,1,24,3,1,0,0,47,0
4985,22712,Sales & Marketing,region_32,,f,other,1,29,1,1,0,0,50,0
4987,59253,Sales & Marketing,region_12,Bachelor's,m,other,1,29,3,1,0,0,48,0
5002,76760,Technology,region_2,Below Secondary,f,other,1,26,3,1,1,0,81,0
5005,26489,Operations,region_25,Bachelor's,m,other,1,27,3,1,0,0,63,0
5026,76567,Legal,region_7,Bachelor's,m,sourcing,1,27,5,1,0,1,97,1
5036,9161,Operations,region_22,Below Secondary,f,sourcing,2,24,3,1,0,0,61,0
5039,78024,HR,region_22,Bachelor's,m,sourcing,1,26,3,1,0,0,51,0
5040,49929,Operations,region_2,Bachelor's,m,other,1,22,3,1,0,0,61,0
5090,21271,Analytics,region_22,Bachelor's,f,other,1,29,3,1,0,0,82,0
5092,61437,Finance,region_27,Bachelor's,m,sourcing,1,26,5,1,1,0,65,0
5140,59979,Operations,region_1,Bachelor's,f,sourcing,2,29,4,1,0,0,53,0
5141,6040,Sales & Marketing,region_13,,m,other,1,22,3,1,0,0,50,0
5150,6927,Analytics,region_22,Bachelor's,m,sourcing,3,27,5,1,1,0,86,1
5173,7435,Analytics,region_2,Bachelor's,m,sourcing,2,20,3,1,0,0,83,0
5175,11112,Technology,region_13,Bachelor's,m,sourcing,1,24,3,1,0,0,81,0
5180,50231,Technology,region_2,Below Secondary,m,sourcing,1,21,3,1,0,0,81,0
5182,51955,Sales & Marketing,region_7,,f,other,1,25,3,1,0,0,52,0
5186,57783,Technology,region_6,Bachelor's,m,sourcing,1,24,3,1,0,1,87,1
5193,48019,Procurement,region_26,Bachelor's,m,sourcing,4,25,3,1,0,0,67,0
5218,52466,Sales & Marketing,region_7,Bachelor's,m,other,1,23,5,1,1,0,54,0
5221,38534,Procurement,region_22,Bachelor's,f,other,1,30,3,1,0,0,70,0
5228,44603,HR,region_2,Below Secondary,m,sourcing,1,20,4,1,0,0,44,0
5255,33707,Procurement,region_2,Bachelor's,m,other,1,29,3,1,0,0,69,0
5259,16821,Operations,region_7,Bachelor's,m,other,1,30,3,1,1,0,66,0
5263,72605,R&D,region_7,Master's & above,m,sourcing,2,34,3,1,0,0,83,0
5296,68672,Procurement,region_7,Bachelor's,m,sourcing,1,27,3,1,1,0,64,0
5299,49466,Sales & Marketing,region_1,Bachelor's,m,sourcing,3,25,3,1,0,0,47,0
5306,24231,Procurement,region_7,Bachelor's,f,sourcing,1,28,5,1,1,0,73,0
5308,38895,Analytics,region_22,,m,other,2,26,5,1,1,0,85,0
5323,24570,Sales & Marketing,region_2,,m,other,1,23,3,1,0,0,49,0
5340,28230,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,5,1,1,0,49,0
5360,11639,Finance,region_6,Bachelor's,f,sourcing,1,28,3,1,0,0,60,0
5379,77788,Procurement,region_5,Bachelor's,f,sourcing,1,25,5,1,1,0,68,0
5382,32329,Operations,region_15,Bachelor's,m,other,1,25,5,1,1,0,60,0
5385,25574,Sales & Marketing,region_30,Bachelor's,m,other,1,26,5,1,1,0,48,0
5393,27202,Legal,region_22,Bachelor's,m,sourcing,1,26,3,1,0,0,59,0
5402,46133,Sales & Marketing,region_18,Bachelor's,m,other,1,29,3,1,0,0,50,0
5421,50663,Sales & Marketing,region_13,Bachelor's,m,other,1,25,3,1,0,0,50,0
5424,27385,Legal,region_7,Bachelor's,f,other,1,30,5,1,1,0,58,1
5432,42671,Procurement,region_7,Bachelor's,m,sourcing,1,30,1,1,0,0,64,0
5433,20827,R&D,region_2,Bachelor's,m,other,1,35,3,1,0,0,87,0
5436,63431,Analytics,region_22,Bachelor's,m,referred,1,28,4,1,0,0,87,0
5486,31457,Analytics,region_14,Bachelor's,m,sourcing,1,30,5,1,1,0,86,0
5532,24400,Operations,region_21,Bachelor's,f,sourcing,1,27,3,1,0,0,58,0
5547,4753,HR,region_32,Bachelor's,m,other,1,27,3,1,0,0,51,0
5550,77342,Sales & Marketing,region_31,,m,sourcing,1,23,3,1,0,0,47,0
5559,32148,Sales & Marketing,region_12,Bachelor's,m,other,1,28,5,1,1,0,53,1
5577,38104,Technology,region_32,Bachelor's,f,other,1,26,3,1,0,0,83,0
5603,12823,Technology,region_13,Bachelor's,f,other,1,25,3,1,0,0,80,0
5609,11049,Finance,region_2,Below Secondary,f,other,2,22,3,1,0,0,60,0
5610,30919,Technology,region_1,Bachelor's,m,other,1,25,3,1,0,0,77,0
5626,72736,Sales & Marketing,region_24,Master's & above,m,sourcing,2,31,5,1,1,0,48,0
5629,24178,Sales & Marketing,region_8,Bachelor's,m,other,1,24,3,1,0,0,51,0
5661,37592,Operations,region_27,Bachelor's,f,other,1,28,3,1,0,0,61,0
5673,7027,Technology,region_17,Bachelor's,m,sourcing,1,27,3,1,1,0,79,0
5677,71990,Analytics,region_22,Bachelor's,m,sourcing,1,23,3,1,0,0,85,0
5712,24791,Sales & Marketing,region_4,Bachelor's,m,other,1,28,3,1,0,0,50,0
5725,12191,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,5,1,1,0,52,0
5758,45491,Technology,region_2,Bachelor's,m,sourcing,1,25,4,1,0,0,96,1
5762,38770,Procurement,region_2,Bachelor's,m,sourcing,1,26,3,1,0,0,74,0
5763,45826,Operations,region_12,Bachelor's,m,sourcing,1,27,5,1,1,0,61,0
5766,21251,Analytics,region_11,Bachelor's,f,other,1,29,3,1,1,0,82,0
5796,19554,Analytics,region_22,Bachelor's,m,sourcing,1,27,3,1,0,0,87,1
5823,65254,Operations,region_7,Below Secondary,m,sourcing,2,25,3,1,0,0,59,0
5824,55303,Technology,region_11,Bachelor's,f,other,3,26,4,1,1,0,82,0
5837,55445,Sales & Marketing,region_2,,m,sourcing,1,20,3,1,0,0,47,0
5847,2264,Sales & Marketing,region_15,Bachelor's,m,other,1,24,3,1,0,0,51,0
5850,56276,Sales & Marketing,region_22,Bachelor's,m,other,1,26,5,1,1,0,51,0
5878,42088,Sales & Marketing,region_26,,f,sourcing,1,24,1,1,0,0,49,0
5887,996,Procurement,region_22,Bachelor's,f,other,1,29,3,1,0,0,71,0
5889,33087,Sales & Marketing,region_2,,m,other,1,23,3,1,0,0,49,0
5890,58072,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,24,3,1,0,0,53,0
5891,5248,Procurement,region_31,Bachelor's,m,other,1,28,3,1,0,0,64,0
5960,28201,Procurement,region_2,Below Secondary,f,sourcing,1,20,5,1,1,0,65,0
5974,40570,Analytics,region_20,Bachelor's,m,other,1,29,3,1,0,0,88,0
5985,48023,Operations,region_2,Below Secondary,m,other,1,21,3,1,0,0,60,0
6000,4251,Operations,region_31,Bachelor's,f,other,1,28,3,1,0,0,55,0
6017,63089,Technology,region_2,Bachelor's,m,sourcing,1,31,3,1,1,0,90,1
6027,29841,Operations,region_32,Bachelor's,f,other,1,27,3,1,0,0,58,0
6031,2529,Procurement,region_5,Bachelor's,f,other,1,26,3,1,0,0,73,0
6035,46672,Operations,region_20,Bachelor's,m,sourcing,1,30,5,1,1,0,58,0
6055,70471,Technology,region_2,Bachelor's,m,referred,1,28,5,1,1,0,82,0
6067,70899,Procurement,region_23,Bachelor's,m,other,1,28,5,1,1,0,70,1
6097,9001,Finance,region_15,Bachelor's,m,other,1,27,3,1,0,0,60,0
6101,38961,Sales & Marketing,region_9,Bachelor's,m,other,1,26,5,1,1,0,51,0
6129,26965,Operations,region_6,Bachelor's,m,sourcing,2,28,3,1,0,0,60,0
6146,22702,Procurement,region_22,Bachelor's,m,other,4,28,5,1,1,0,67,0
6147,17966,Technology,region_27,Bachelor's,m,sourcing,1,28,3,1,1,0,82,0
6197,45904,Analytics,region_22,Bachelor's,m,other,2,27,5,1,1,0,87,1
6200,15165,R&D,region_7,Master's & above,m,sourcing,1,33,5,1,0,0,96,0
6237,28199,Sales & Marketing,region_2,Bachelor's,f,other,1,23,3,1,0,0,52,0
6242,22710,Procurement,region_10,Bachelor's,m,sourcing,1,31,3,1,0,0,70,0
6254,11851,Analytics,region_2,Bachelor's,m,other,1,24,5,1,1,0,83,0
6261,6224,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,26,3,1,0,0,48,0
6263,65387,Legal,region_2,Below Secondary,m,other,1,29,3,1,0,0,62,0
6272,51042,Procurement,region_26,Bachelor's,f,sourcing,1,24,5,1,1,0,66,0
6274,4390,R&D,region_22,Master's & above,m,sourcing,2,26,3,1,0,0,84,0
6278,72471,Analytics,region_17,Bachelor's,m,other,1,29,5,1,1,0,82,0
6283,35686,HR,region_29,Bachelor's,m,sourcing,1,26,3,1,0,0,53,0
6307,57316,Finance,region_28,Bachelor's,f,sourcing,1,28,3,1,0,0,60,0
6377,21567,HR,region_2,Below Secondary,m,referred,1,22,4,1,1,0,48,0
6387,33455,Procurement,region_22,Bachelor's,m,other,2,29,3,1,0,0,72,0
6394,26432,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,30,3,1,0,0,49,0
6396,2387,Sales & Marketing,region_4,Bachelor's,m,other,1,27,3,1,0,0,51,0
6415,49042,Finance,region_26,Bachelor's,m,sourcing,1,27,3,1,0,0,63,0
6429,24606,Analytics,region_31,,m,other,1,29,5,1,1,0,84,0
6441,46837,Sales & Marketing,region_2,Bachelor's,m,other,1,21,3,1,0,0,48,0
6469,42794,Technology,region_22,Bachelor's,f,other,4,27,4,1,1,0,79,1
6474,29353,Operations,region_7,Below Secondary,m,other,1,22,3,1,0,0,59,0
6479,77009,Sales & Marketing,region_31,Bachelor's,m,other,1,24,3,1,0,0,48,0
6481,28106,Sales & Marketing,region_6,,m,other,1,23,3,1,0,0,52,0
6485,45862,Operations,region_16,Below Secondary,f,other,1,23,5,1,1,0,60,0
6497,24004,Legal,region_22,Bachelor's,m,other,1,29,1,1,0,0,56,0
6504,15194,Analytics,region_22,Bachelor's,f,other,3,27,5,1,1,0,88,0
6528,56886,Finance,region_2,Below Secondary,m,sourcing,1,23,3,1,0,0,59,0
6533,59300,Technology,region_27,Bachelor's,m,sourcing,1,29,3,1,0,0,86,0
6544,48871,Technology,region_16,Bachelor's,f,other,1,29,3,1,0,0,77,0
6545,9803,Technology,region_2,Bachelor's,m,other,2,29,3,1,0,0,79,0
6555,968,Technology,region_6,Bachelor's,m,other,1,27,3,1,0,0,83,0
6565,16724,Sales & Marketing,region_20,Bachelor's,m,other,2,28,3,1,0,0,58,0
6584,23292,HR,region_13,Bachelor's,f,sourcing,1,25,5,1,1,0,49,0
6601,48054,Procurement,region_2,Below Secondary,m,sourcing,4,24,3,1,0,0,69,0
6610,73882,Technology,region_7,Bachelor's,f,other,2,28,3,1,0,0,80,0
6637,68945,Procurement,region_26,Bachelor's,m,sourcing,2,25,3,1,0,0,67,0
6638,19684,Operations,region_2,Bachelor's,m,sourcing,3,32,5,1,1,0,62,0
6645,10288,Procurement,region_22,Bachelor's,m,other,2,30,5,1,1,0,71,0
6657,40808,Analytics,region_22,Bachelor's,f,sourcing,1,29,3,1,0,0,89,0
6671,28705,Technology,region_13,Bachelor's,f,sourcing,1,25,4,1,1,0,77,0
6691,58132,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,3,1,0,0,51,0
6734,67834,Operations,region_8,Bachelor's,m,sourcing,1,28,3,1,0,0,56,0
6743,23196,Procurement,region_7,Bachelor's,f,sourcing,1,28,5,1,1,0,70,0
6748,31530,Operations,region_7,Bachelor's,f,sourcing,1,28,5,1,1,0,59,0
6780,47935,Procurement,region_28,Bachelor's,f,other,2,28,3,1,0,0,66,0
6787,66476,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,25,3,1,0,0,43,0
6799,53492,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,24,3,1,0,0,52,0
6809,38142,Operations,region_7,Bachelor's,f,sourcing,1,27,5,1,1,0,61,1
6820,24668,Analytics,region_27,Bachelor's,m,sourcing,1,29,3,1,0,0,81,0
6827,38567,Sales & Marketing,region_28,,m,sourcing,1,30,3,1,0,0,49,0
6840,36267,Sales & Marketing,region_25,Bachelor's,m,other,1,28,3,1,0,0,50,0
6852,5204,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,3,1,0,0,54,0
6855,47887,Sales & Marketing,region_22,Bachelor's,m,other,2,25,3,1,0,0,50,0
6857,55665,Sales & Marketing,region_22,,m,other,1,28,3,1,0,0,49,0
6858,40178,Operations,region_20,Bachelor's,f,sourcing,1,28,3,1,0,0,55,0
6859,41430,HR,region_2,Bachelor's,f,sourcing,1,30,3,1,0,0,52,0
6886,55515,Technology,region_22,Master's & above,f,sourcing,1,31,3,1,0,0,80,0
6941,42,Analytics,region_31,Bachelor's,m,other,1,29,5,1,1,0,85,0
6951,9015,Analytics,region_22,,m,sourcing,1,25,5,1,1,0,83,0
6952,76211,Sales & Marketing,region_5,Bachelor's,m,sourcing,2,26,3,1,0,0,50,0
6967,32147,Analytics,region_22,Bachelor's,m,sourcing,1,25,5,1,1,0,82,0
6974,75658,Procurement,region_24,Bachelor's,m,other,1,25,3,1,0,0,66,0
6980,31064,Procurement,region_7,Below Secondary,f,other,1,25,5,1,1,0,71,0
7006,53263,Sales & Marketing,region_11,Bachelor's,m,other,2,28,3,1,0,0,54,0
7008,64367,Technology,region_26,Bachelor's,m,other,3,27,3,1,0,0,79,0
7010,65348,Sales & Marketing,region_2,Bachelor's,m,other,1,24,3,1,0,0,51,0
7018,43045,Procurement,region_22,Bachelor's,m,other,6,28,5,1,1,0,70,0
7028,46305,Finance,region_10,Bachelor's,m,sourcing,1,30,3,1,0,0,56,0
7072,49068,Technology,region_16,Bachelor's,m,sourcing,2,26,3,1,0,0,83,0
7075,35484,Procurement,region_6,Bachelor's,m,sourcing,1,28,3,1,0,0,67,0
7078,63443,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,22,3,1,0,0,48,0
7094,45427,Technology,region_9,Bachelor's,m,sourcing,1,28,3,1,0,0,79,0
7102,27634,Sales & Marketing,region_28,Bachelor's,m,other,1,26,3,1,0,0,51,0
7116,34764,Operations,region_22,Bachelor's,m,sourcing,1,24,5,1,1,0,61,0
7130,70854,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,30,3,1,1,0,46,0
7136,35835,Operations,region_4,Bachelor's,m,other,1,28,5,1,1,0,60,0
7138,40431,Operations,region_7,Bachelor's,m,other,1,25,3,1,0,0,61,0
7144,39125,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,23,3,1,0,0,50,0
7169,31392,Sales & Marketing,region_23,Bachelor's,f,other,1,28,3,1,0,0,49,0
7170,58467,Technology,region_2,Master's & above,m,sourcing,1,33,3,1,0,0,80,0
7176,56789,Procurement,region_22,Bachelor's,f,other,1,29,5,1,1,0,66,1
7178,30124,HR,region_3,Bachelor's,m,other,1,27,5,1,1,0,51,0
7195,45761,Procurement,region_6,Bachelor's,m,other,1,25,3,1,0,0,70,0
7221,13853,Sales & Marketing,region_22,,m,sourcing,2,27,3,1,0,0,48,0
7238,56502,Legal,region_26,Bachelor's,m,sourcing,1,30,3,1,1,0,64,0
7251,49827,Finance,region_22,Bachelor's,m,other,1,27,3,1,0,0,61,0
7273,60658,Operations,region_31,,m,sourcing,1,27,3,1,0,0,60,0
7293,50933,Procurement,region_31,Bachelor's,m,sourcing,2,29,3,1,0,0,68,0
7337,27526,R&D,region_7,Bachelor's,m,other,1,33,5,1,1,0,89,0
7348,38970,Sales & Marketing,region_31,Bachelor's,m,other,1,27,3,1,1,0,44,0
7362,70446,Legal,region_22,Bachelor's,m,referred,1,29,4,1,0,0,58,0
7376,42629,Analytics,region_32,Bachelor's,m,other,1,28,3,1,0,0,84,0
7420,10070,Technology,region_32,Bachelor's,m,sourcing,1,30,3,1,0,0,83,0
7421,49634,Sales & Marketing,region_22,Bachelor's,f,other,2,28,3,1,0,0,49,0
7425,6144,HR,region_22,Below Secondary,f,other,1,23,4,1,1,0,48,0
7432,5818,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,24,3,1,0,1,51,0
7448,69425,Sales & Marketing,region_7,Bachelor's,m,other,2,27,3,1,0,0,51,0
7458,70459,Legal,region_2,Bachelor's,m,sourcing,1,26,3,1,0,0,60,0
7471,46535,HR,region_2,Bachelor's,f,other,1,23,3,1,0,0,49,0
7484,40265,Sales & Marketing,region_14,Bachelor's,m,sourcing,3,27,3,1,0,0,50,0
7511,43077,Technology,region_5,Below Secondary,m,other,2,23,3,1,0,0,79,0
7520,29696,Technology,region_2,Below Secondary,m,sourcing,4,24,3,1,0,0,83,1
7533,66876,Sales & Marketing,region_7,,m,sourcing,2,26,3,1,0,0,51,0
7574,44616,Analytics,region_3,Bachelor's,m,other,1,29,3,1,0,0,84,0
7595,33177,Analytics,region_34,Bachelor's,m,sourcing,1,28,3,1,0,0,87,0
7607,29711,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,27,2,1,0,0,85,1
7615,15961,Operations,region_8,,f,other,1,29,3,1,0,0,59,0
7620,36425,Sales & Marketing,region_22,Bachelor's,m,other,2,30,5,1,1,0,47,0
7636,28818,Sales & Marketing,region_15,Bachelor's,m,other,3,23,3,1,0,0,50,0
7650,38248,Procurement,region_2,Bachelor's,f,other,1,24,3,1,0,0,68,0
7652,39892,Legal,region_22,Bachelor's,m,sourcing,2,25,3,1,0,0,60,0
7661,843,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,31,3,1,0,0,53,0
7668,56770,Operations,region_14,Bachelor's,f,sourcing,2,30,3,1,0,0,57,0
7677,57223,Finance,region_2,Below Secondary,f,other,1,26,3,1,1,0,62,0
7688,35389,Finance,region_2,Bachelor's,m,other,1,29,3,1,1,0,56,0
7696,24339,Sales & Marketing,region_11,Bachelor's,m,other,1,25,3,1,0,0,50,0
7697,68715,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5,1,1,0,49,1
7706,11338,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,23,3,1,0,0,50,0
7708,70853,Operations,region_15,Bachelor's,m,other,1,27,3,1,0,0,60,0
7713,22547,Finance,region_28,Bachelor's,f,other,1,30,3,1,1,0,59,1
7720,55864,Procurement,region_2,Bachelor's,f,referred,1,30,3,1,1,1,71,1
7724,58908,Operations,region_22,Bachelor's,f,sourcing,1,33,3,1,0,0,59,0
7728,70059,Technology,region_27,Bachelor's,m,sourcing,1,27,3,1,0,0,77,0
7750,10729,Procurement,region_22,Bachelor's,f,sourcing,3,28,3,1,0,0,66,0
7769,39443,Procurement,region_6,Bachelor's,f,sourcing,1,28,3,1,0,0,71,0
7776,65003,Sales & Marketing,region_29,Master's & above,m,other,1,35,3,1,0,0,47,0
7787,73625,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,22,3,1,0,0,50,0
7803,69892,Sales & Marketing,region_22,,f,other,1,27,5,1,1,0,45,0
7857,72178,Sales & Marketing,region_15,Bachelor's,m,referred,1,30,5,1,1,0,49,0
7879,19452,Sales & Marketing,region_11,Bachelor's,f,other,1,29,3,1,0,0,48,0
7881,7949,HR,region_25,Bachelor's,f,other,1,27,3,1,1,0,52,0
7886,73270,Sales & Marketing,region_7,Bachelor's,f,other,1,29,3,1,0,0,55,0
7887,14754,Sales & Marketing,region_2,,m,sourcing,1,22,3,1,0,0,50,0
7889,12695,Sales & Marketing,region_22,Master's & above,m,sourcing,1,27,5,1,1,0,47,0
7923,67911,Operations,region_8,Bachelor's,m,sourcing,1,25,5,1,1,0,61,0
7927,17163,Operations,region_22,Bachelor's,m,sourcing,1,29,3,1,0,0,58,0
7931,14787,Technology,region_2,Bachelor's,m,other,1,28,5,1,1,0,84,1
7948,7940,Sales & Marketing,region_30,Bachelor's,m,other,2,29,3,1,0,0,47,0
7949,60169,Operations,region_13,Bachelor's,f,other,1,28,3,1,0,0,60,0
7967,62950,Operations,region_22,Below Secondary,m,other,1,21,3,1,0,0,59,0
7983,77990,Sales & Marketing,region_22,Bachelor's,m,referred,1,28,5,1,1,0,47,0
8018,38698,Operations,region_22,Bachelor's,m,other,1,25,3,1,0,0,62,0
8039,47184,HR,region_22,Bachelor's,m,sourcing,1,27,3,1,0,0,50,0
8080,38853,Finance,region_22,Bachelor's,m,other,3,27,5,1,1,0,66,0
8090,41117,Finance,region_4,Bachelor's,f,sourcing,1,28,5,1,1,0,56,0
8121,44859,Sales & Marketing,region_15,Bachelor's,f,other,2,28,3,1,0,0,46,0
8129,21641,Sales & Marketing,region_13,Bachelor's,m,other,2,24,3,1,0,0,57,0
8132,21334,Analytics,region_22,Bachelor's,m,other,2,31,3,1,0,0,86,0
8144,55270,Sales & Marketing,region_22,Bachelor's,f,other,1,25,5,1,1,0,48,0
8155,43338,Sales & Marketing,region_13,Bachelor's,m,other,1,29,5,1,1,0,50,1
8171,37087,R&D,region_27,Bachelor's,m,other,2,32,3,1,1,0,86,1
8183,45610,Technology,region_4,Bachelor's,m,other,1,31,3,1,0,0,79,0
8193,76621,Procurement,region_2,Below Secondary,m,other,1,24,3,1,0,0,73,0
8225,61407,HR,region_2,Below Secondary,m,sourcing,1,24,5,1,1,0,49,1
8240,65713,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,28,5,1,1,0,47,0
8247,59200,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,28,5,1,1,0,44,0
8256,19025,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,26,3,1,0,0,49,0
8262,74597,Sales & Marketing,region_25,Bachelor's,m,other,1,29,3,1,0,0,53,0
8272,62806,Sales & Marketing,region_7,,m,sourcing,1,24,3,1,0,0,53,0
8289,54774,Technology,region_2,Bachelor's,m,referred,2,25,5,1,1,0,80,0
8302,33344,Procurement,region_30,Bachelor's,m,other,1,29,3,1,0,0,71,0
8320,11860,Sales & Marketing,region_20,Bachelor's,m,other,1,26,3,1,0,0,49,0
8327,36158,Sales & Marketing,region_20,Bachelor's,f,sourcing,1,27,1,1,0,0,44,0
8331,38034,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,26,3,1,0,0,50,0
8337,14356,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,42,5,1,1,0,47,0
8351,6974,Sales & Marketing,region_22,Bachelor's,m,other,1,22,5,1,1,0,48,0
8360,40592,Finance,region_2,Bachelor's,f,other,1,27,3,1,0,0,61,0
8365,11708,Sales & Marketing,region_28,,m,other,1,29,3,1,0,0,51,0
8367,71651,Technology,region_22,Bachelor's,m,referred,2,29,3,1,0,0,80,0
8416,195,Analytics,region_21,Bachelor's,m,sourcing,1,26,5,1,1,0,83,0
