,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
218,23015,Analytics,region_29,0,m,other,1,28,5.0,2,1,0,86
219,30342,Procurement,region_2,0,m,sourcing,1,33,5.0,6,1,0,71
221,21759,Sales & Marketing,region_13,0,m,sourcing,1,39,3.0,8,0,0,53
222,31201,Sales & Marketing,region_23,0,m,sourcing,1,33,5.0,9,0,0,51
223,15399,Sales & Marketing,region_2,0,m,other,1,33,2.0,8,0,0,52
224,41396,Sales & Marketing,region_26,0,m,sourcing,1,31,3.0,7,1,0,51
225,26455,Operations,region_22,0,m,sourcing,1,26,5.0,2,0,0,61
227,49031,Sales & Marketing,region_28,0,m,sourcing,1,33,5.0,4,1,0,51
228,51376,Operations,region_22,0,m,other,1,27,2.0,3,0,0,61
229,34632,Sales & Marketing,region_22,0,m,sourcing,1,22,2.0,2,0,0,48
230,56323,Sales & Marketing,region_1,0,m,sourcing,1,27,1.0,4,0,0,47
231,75991,Sales & Marketing,region_22,0,m,other,1,28,4.0,4,0,0,50
232,59555,Operations,region_22,0,m,other,1,25,3.0,2,1,0,60
233,61861,Technology,region_2,0,m,sourcing,1,40,3.0,3,0,0,79
234,14517,Sales & Marketing,region_26,0,m,other,2,29,3.0,3,1,0,48
235,38787,Sales & Marketing,region_29,0,m,sourcing,1,22,3.0,2,0,0,51
236,4372,Finance,region_22,0,m,sourcing,1,29,1.0,2,0,0,58
237,13126,Operations,region_15,0,m,other,1,42,2.0,4,0,0,55
238,13677,Sales & Marketing,region_2,0,m,other,1,29,2.0,3,0,0,48
239,24567,Operations,region_2,0,m,other,1,30,3.0,9,0,0,60
240,74581,HR,region_2,0,m,other,1,30,3.0,2,0,0,52
241,16876,Technology,region_26,0,m,other,2,30,4.0,3,1,0,79
242,47417,Operations,region_31,0,m,other,1,28,3.0,6,0,0,60
243,35336,Technology,region_2,0,m,sourcing,2,41,3.0,7,0,0,82
244,47969,Sales & Marketing,region_2,0,m,other,1,20,3.0,2,0,0,50
245,51469,Sales & Marketing,region_31,0,m,sourcing,1,23,4.0,2,0,0,51
246,28874,Operations,region_7,0,m,sourcing,1,31,3.0,5,0,0,61
247,71851,Analytics,region_22,0,m,other,1,27,4.0,3,1,0,84
248,39843,Sales & Marketing,region_11,0,m,other,1,36,5.0,8,1,0,49
250,23302,Sales & Marketing,region_7,0,m,sourcing,1,39,1.0,9,0,0,48
251,833,Operations,region_15,0,m,sourcing,1,33,3.0,5,1,0,62
253,36753,Analytics,region_28,0,m,other,2,34,4.0,7,1,0,82
254,10771,Sales & Marketing,region_22,0,m,other,1,27,5.0,2,0,0,50
255,30580,Sales & Marketing,region_2,0,m,other,1,32,3.0,5,0,0,45
256,32882,Sales & Marketing,region_29,0,f,sourcing,1,28,3.0,4,0,0,45
257,29201,Analytics,region_7,0,m,sourcing,3,24,3.0,2,0,0,81
258,62087,Sales & Marketing,region_2,0,m,sourcing,1,34,5.0,4,1,0,52
260,38377,Sales & Marketing,region_15,0,m,other,1,30,3.0,3,0,0,49
261,60504,Sales & Marketing,region_13,0,m,sourcing,1,32,4.0,5,0,0,44
262,57421,Analytics,region_7,0,m,sourcing,1,24,2.0,2,0,0,85
263,32813,Sales & Marketing,region_2,0,f,other,1,56,5.0,6,0,0,46
264,40892,Sales & Marketing,region_28,0,m,sourcing,2,34,3.0,8,0,0,50
265,26604,HR,region_2,0,m,other,1,34,5.0,9,1,0,55
266,10103,Analytics,region_2,0,m,sourcing,1,32,5.0,6,1,0,86
267,27306,Sales & Marketing,region_2,0,m,sourcing,1,27,3.0,2,0,0,47
268,27387,Sales & Marketing,region_2,0,m,other,1,26,3.0,2,0,0,47
269,5957,Sales & Marketing,region_27,0,m,sourcing,2,24,2.0,1,0,0,49
270,4622,Sales & Marketing,region_2,0,m,other,1,42,5.0,4,1,0,51
272,64067,Analytics,region_2,0,m,other,1,36,4.0,6,0,0,89
273,27739,Sales & Marketing,region_22,0,m,sourcing,1,27,4.0,4,0,0,48
275,33125,Analytics,region_22,0,m,other,1,28,3.0,6,1,0,82
276,70928,Technology,region_31,0,f,other,1,27,1.0,2,0,0,83
277,60888,Procurement,region_2,0,f,sourcing,1,47,3.0,19,0,0,67
278,55026,Operations,region_32,0,m,sourcing,1,27,3.0,4,0,0,58
279,48698,Sales & Marketing,region_2,0,m,other,1,27,3.0,5,0,0,52
280,31479,Operations,region_15,0,f,other,1,33,3.0,6,1,0,64
282,43030,Finance,region_2,0,m,other,3,38,1.0,7,0,0,63
283,77971,Operations,region_2,0,f,other,1,30,4.0,6,1,0,59
287,50801,Procurement,region_2,0,f,sourcing,1,31,1.0,6,0,0,69
288,50170,Procurement,region_15,0,f,sourcing,1,53,4.0,7,0,0,69
290,49676,Sales & Marketing,region_7,0,m,other,2,28,3.0,5,0,0,53
291,15034,Analytics,region_28,0,m,other,1,31,1.0,6,0,0,84
292,32499,Sales & Marketing,region_7,0,m,other,1,35,1.0,7,0,0,44
293,74867,Analytics,region_31,0,m,other,1,31,3.0,2,0,0,85
294,24523,HR,region_2,0,f,sourcing,1,32,3.0,7,0,0,50
295,16987,Sales & Marketing,region_31,0,m,other,1,26,2.0,3,1,0,54
296,14340,Procurement,region_2,0,f,sourcing,1,41,2.0,5,0,0,66
297,65336,Operations,region_22,0,m,other,1,26,3.0,4,0,0,66
298,23074,Sales & Marketing,region_2,0,f,sourcing,1,37,3.0,9,0,0,50
299,38667,HR,region_2,0,f,sourcing,1,24,5.0,2,1,0,49
300,74591,Sales & Marketing,region_7,0,m,sourcing,3,25,5.0,3,0,0,66
301,45671,Sales & Marketing,region_2,0,f,sourcing,1,54,3.0,23,0,0,51
302,22450,Sales & Marketing,region_2,0,m,other,1,32,5.0,6,1,0,50
303,43781,Sales & Marketing,region_22,0,m,other,1,27,3.0,2,0,0,47
304,25631,Procurement,region_2,0,f,other,1,31,5.0,8,1,0,69
305,38268,Sales & Marketing,region_31,0,m,sourcing,1,23,3.0,2,0,0,45
306,58118,Analytics,region_28,0,m,other,2,34,3.0,6,1,0,84
308,37595,Analytics,region_29,0,m,sourcing,1,28,2.0,3,0,0,87
310,41089,Analytics,region_22,0,m,other,2,27,3.0,2,0,0,81
311,18254,Sales & Marketing,region_16,0,f,other,1,22,3.0,2,0,0,51
312,38158,Sales & Marketing,region_3,0,m,sourcing,1,24,2.0,2,0,0,49
313,46702,Sales & Marketing,region_2,0,f,sourcing,1,30,5.0,7,1,0,53
315,5383,Sales & Marketing,region_15,0,m,sourcing,2,33,2.0,5,0,0,51
318,73339,Sales & Marketing,region_2,0,m,sourcing,1,26,3.0,3,0,0,51
319,14549,Sales & Marketing,region_22,0,m,sourcing,1,28,3.0,4,0,0,50
320,63868,Sales & Marketing,region_27,0,m,other,1,38,1.0,3,0,0,48
321,58328,Sales & Marketing,region_2,0,m,other,1,37,5.0,6,0,0,51
322,21910,Operations,region_15,0,m,sourcing,1,30,2.0,6,0,0,58
323,45417,Sales & Marketing,region_2,0,f,sourcing,1,25,3.0,2,0,0,47
324,55775,Analytics,region_32,0,m,sourcing,1,28,4.0,3,0,0,88
325,24385,Sales & Marketing,region_7,0,m,sourcing,1,29,3.0,8,1,0,48
326,10144,Analytics,region_9,0,m,other,1,27,1.0,2,0,0,85
327,74031,Sales & Marketing,region_12,0,m,other,1,39,4.0,7,0,0,47
328,52461,Sales & Marketing,region_12,0,m,other,1,24,3.0,3,0,0,48
329,18407,Sales & Marketing,region_13,0,m,other,1,22,3.0,1,0,0,47
330,18633,Sales & Marketing,region_2,0,m,other,1,33,1.0,3,0,0,54
331,31622,Sales & Marketing,region_27,0,m,other,1,49,1.0,9,0,0,46
332,69352,Technology,region_2,0,f,sourcing,1,35,5.0,9,1,0,80
333,40458,Sales & Marketing,region_2,0,m,other,1,22,1.0,2,0,0,50
334,40615,Sales & Marketing,region_2,0,m,other,1,37,3.0,9,0,0,52
337,16156,Sales & Marketing,region_15,0,m,sourcing,1,36,3.0,7,0,0,50
338,11950,Sales & Marketing,region_22,0,m,sourcing,1,29,4.0,6,1,0,52
339,5882,Analytics,region_26,0,m,other,1,29,3.0,3,0,0,83
340,70545,Sales & Marketing,region_9,0,m,other,1,30,5.0,2,0,0,48
341,48888,Sales & Marketing,region_15,0,f,other,1,29,4.0,2,1,0,49
342,51516,Technology,region_2,0,f,other,1,34,5.0,8,0,0,80
343,5242,Sales & Marketing,region_22,0,m,other,1,27,1.0,5,0,0,52
346,25791,Sales & Marketing,region_22,0,f,other,3,27,3.0,3,0,0,51
347,72881,Sales & Marketing,region_16,0,m,other,1,23,3.0,2,0,0,49
348,44609,Sales & Marketing,region_13,0,m,other,1,23,2.0,2,0,0,47
349,61788,Sales & Marketing,region_2,0,f,other,1,56,1.0,11,0,0,51
350,35915,Sales & Marketing,region_15,0,m,sourcing,1,30,4.0,3,0,0,53
351,16331,Sales & Marketing,region_2,0,m,other,1,33,3.0,7,0,0,47
352,50629,Sales & Marketing,region_23,0,m,sourcing,1,39,5.0,4,1,0,47
353,73178,Sales & Marketing,region_2,0,m,sourcing,1,25,4.0,2,1,0,50
354,24753,Finance,region_2,0,f,sourcing,1,38,3.0,3,0,0,59
355,74571,Procurement,region_26,0,f,other,1,29,4.0,4,0,0,72
356,36923,Technology,region_2,0,f,sourcing,2,44,2.0,7,0,0,77
357,41498,Sales & Marketing,region_2,0,m,sourcing,1,33,3.0,6,0,0,52
358,24564,Sales & Marketing,region_26,0,m,sourcing,1,34,4.0,3,0,0,49
359,68696,Sales & Marketing,region_2,0,m,other,1,38,3.0,10,0,0,50
360,22542,Sales & Marketing,region_31,0,m,other,1,34,4.0,2,0,0,50
364,77694,Sales & Marketing,region_22,0,m,other,3,25,1.0,1,0,0,48
367,24247,Analytics,region_32,0,m,other,2,28,3.0,2,1,0,91
368,44264,Sales & Marketing,region_15,0,m,sourcing,1,30,2.0,3,0,0,50
369,27112,Sales & Marketing,region_27,0,m,sourcing,1,39,5.0,3,0,0,50
370,24762,Sales & Marketing,region_7,0,m,sourcing,1,25,2.0,3,1,0,57
372,57894,Operations,region_2,0,f,other,1,29,5.0,5,1,0,62
373,11445,Sales & Marketing,region_2,0,f,sourcing,1,23,3.0,2,0,0,50
374,74543,Analytics,region_28,0,m,other,1,28,5.0,5,1,0,82
375,50806,Sales & Marketing,region_14,0,m,sourcing,1,23,4.0,2,0,0,47
376,49974,HR,region_2,0,m,sourcing,1,30,5.0,7,1,0,50
377,37478,Analytics,region_15,0,m,other,1,28,3.0,2,0,0,82
378,53457,Sales & Marketing,region_15,0,m,sourcing,1,36,1.0,17,0,0,52
379,70342,Sales & Marketing,region_16,0,m,sourcing,1,27,3.0,2,0,0,49
380,40853,Analytics,region_26,0,m,other,1,32,4.0,2,0,0,80
381,51264,Sales & Marketing,region_2,0,m,sourcing,1,44,5.0,4,0,0,49
382,6128,Procurement,region_2,0,m,sourcing,1,31,3.0,6,0,0,67
386,28857,Technology,region_2,0,m,sourcing,1,35,2.0,7,0,0,81
387,36575,Analytics,region_2,0,m,other,1,26,3.0,2,0,0,80
388,32964,Sales & Marketing,region_2,0,m,other,1,36,5.0,5,1,0,52
389,26166,Sales & Marketing,region_28,0,m,sourcing,1,27,3.0,3,0,0,49
390,76014,Sales & Marketing,region_7,0,m,sourcing,1,27,4.0,2,0,0,50
391,36828,Sales & Marketing,region_2,0,m,sourcing,1,49,5.0,6,0,0,46
392,11597,Sales & Marketing,region_15,0,m,other,1,24,4.0,2,0,0,52
393,5978,Technology,region_2,0,f,other,1,50,5.0,3,1,0,84
394,11056,Sales & Marketing,region_7,0,m,sourcing,1,26,5.0,3,0,0,50
395,44838,Sales & Marketing,region_2,0,f,sourcing,1,53,2.0,6,0,0,48
396,4122,Sales & Marketing,region_26,0,m,sourcing,1,35,3.0,8,0,0,50
397,43173,Analytics,region_22,0,f,sourcing,1,29,4.0,5,1,0,85
398,75335,Sales & Marketing,region_22,0,m,other,1,25,1.0,2,0,0,47
399,54252,Technology,region_2,0,m,other,1,29,3.0,2,0,0,78
401,61702,Operations,region_26,0,m,sourcing,1,29,4.0,4,1,0,57
403,65661,Sales & Marketing,region_13,0,m,other,1,22,1.0,2,1,0,49
404,14388,Procurement,region_2,0,f,sourcing,1,34,5.0,8,1,0,73
406,34165,Technology,region_2,0,m,other,1,43,3.0,17,0,0,77
407,58294,Sales & Marketing,region_2,0,m,other,1,28,5.0,5,1,0,48
408,7978,Analytics,region_22,0,m,other,1,28,3.0,4,0,0,85
409,68174,Procurement,region_17,0,f,other,1,27,4.0,4,0,0,73
411,48309,Analytics,region_23,0,m,other,2,33,3.0,6,0,0,87
412,70127,Sales & Marketing,region_6,0,m,sourcing,1,28,3.0,4,0,0,48
413,64121,Sales & Marketing,region_7,0,m,other,2,34,1.0,5,1,0,48
414,59894,Sales & Marketing,region_7,0,m,sourcing,3,24,1.0,2,1,0,49
415,40197,Analytics,region_22,0,f,other,1,26,1.0,2,0,0,81
416,6267,Sales & Marketing,region_26,0,m,other,1,25,1.0,2,0,0,51
417,37455,Sales & Marketing,region_7,0,m,sourcing,1,36,3.0,6,0,0,46
418,39878,Operations,region_2,0,f,other,1,51,3.0,20,0,0,61
419,58471,Sales & Marketing,region_28,0,m,sourcing,1,30,3.0,4,0,0,49
421,69819,Sales & Marketing,region_32,0,m,other,1,29,5.0,5,1,0,50
422,7975,Sales & Marketing,region_32,0,m,other,1,34,3.0,8,0,0,53
423,18141,Sales & Marketing,region_7,0,m,other,1,25,1.0,3,1,0,46
424,60533,Operations,region_15,0,m,sourcing,1,41,3.0,15,0,0,59
425,12808,Sales & Marketing,region_22,0,m,other,1,28,1.0,5,1,0,49
426,56878,Operations,region_2,0,m,other,1,31,1.0,2,0,0,58
427,22723,Sales & Marketing,region_22,0,m,other,2,24,3.0,2,0,0,50
428,11376,Sales & Marketing,region_15,0,m,sourcing,1,33,1.0,7,0,0,48
429,48533,Operations,region_2,0,m,other,1,29,2.0,5,1,0,55
430,35321,Sales & Marketing,region_32,0,m,other,1,28,2.0,2,0,0,51
431,5866,Procurement,region_2,0,m,other,3,28,3.0,6,0,0,68
432,62819,Sales & Marketing,region_7,0,m,sourcing,1,35,3.0,5,0,0,48
433,35829,Analytics,region_2,0,m,other,2,28,3.0,4,0,0,85
434,70577,Sales & Marketing,region_15,0,m,sourcing,1,37,2.0,9,0,0,53
435,47209,Sales & Marketing,region_2,0,m,other,1,21,3.0,2,0,0,54
436,1996,Sales & Marketing,region_22,0,m,other,1,24,3.0,2,0,0,47
437,31137,Sales & Marketing,region_7,0,m,other,1,29,3.0,2,0,0,56
438,4635,Sales & Marketing,region_31,0,m,sourcing,1,28,1.0,4,0,0,51
439,76553,Sales & Marketing,region_22,0,m,sourcing,2,26,3.0,4,0,0,50
440,47505,Sales & Marketing,region_32,0,m,sourcing,1,32,3.0,4,0,0,52
442,77256,Sales & Marketing,region_2,0,m,other,1,40,4.0,5,0,0,49
444,5324,Procurement,region_15,0,m,sourcing,1,34,1.0,7,0,0,70
445,48896,Sales & Marketing,region_2,0,m,sourcing,1,34,1.0,7,1,0,49
446,8263,Technology,region_2,0,f,other,1,30,5.0,3,1,0,77
447,19224,Sales & Marketing,region_31,0,f,other,1,30,3.0,5,0,0,48
448,18523,Sales & Marketing,region_2,0,m,sourcing,3,28,3.0,2,0,0,48
449,22939,Sales & Marketing,region_16,0,m,other,1,41,3.0,12,0,0,49
451,23076,Sales & Marketing,region_27,0,m,other,2,31,3.0,4,1,1,51
452,42488,Sales & Marketing,region_13,0,m,sourcing,2,31,3.0,3,0,0,48
453,62101,Analytics,region_22,0,m,other,2,28,3.0,2,1,0,83
454,57870,Sales & Marketing,region_28,0,m,sourcing,1,30,2.0,3,1,0,49
456,1693,Analytics,region_2,0,m,other,1,36,3.0,2,1,0,84
457,54982,Sales & Marketing,region_31,0,m,sourcing,1,27,4.0,3,1,0,48
458,59273,Sales & Marketing,region_21,0,m,other,1,35,3.0,7,0,0,51
459,28728,Sales & Marketing,region_31,0,m,other,1,34,2.0,5,0,0,50
463,11319,Finance,region_22,0,m,sourcing,1,28,3.0,2,1,0,59
464,63648,HR,region_2,0,m,other,1,43,1.0,13,0,0,52
465,1418,Technology,region_2,0,f,other,1,32,3.0,7,0,0,81
467,19431,Sales & Marketing,region_31,0,m,other,1,28,3.0,4,0,0,47
468,39954,Sales & Marketing,region_26,0,m,sourcing,1,29,1.0,4,1,0,47
469,52663,Sales & Marketing,region_28,0,m,sourcing,1,29,2.0,4,0,0,51
471,6556,Sales & Marketing,region_15,0,f,other,1,32,1.0,7,0,0,51
472,73769,Analytics,region_32,0,m,other,1,27,1.0,3,0,0,85
473,21176,Sales & Marketing,region_2,0,m,other,1,26,3.0,3,0,0,45
474,63423,Sales & Marketing,region_2,0,m,sourcing,1,23,3.0,2,0,0,48
476,60155,Sales & Marketing,region_2,0,m,sourcing,1,30,3.0,2,1,0,48
478,27778,Sales & Marketing,region_7,0,m,sourcing,1,31,5.0,4,1,0,52
479,48498,Sales & Marketing,region_7,0,m,other,1,33,3.0,4,0,0,49
480,31212,Operations,region_2,0,m,other,1,41,3.0,7,0,0,60
481,67615,Sales & Marketing,region_28,0,m,sourcing,1,29,5.0,4,0,0,43
482,77961,Sales & Marketing,region_2,0,m,other,1,45,5.0,4,1,0,50
483,39331,Analytics,region_9,0,m,other,1,34,3.0,8,0,0,86
484,9461,Operations,region_2,0,f,other,2,44,5.0,3,1,0,54
487,18134,Procurement,region_2,0,f,sourcing,1,41,3.0,10,0,0,64
488,63996,Sales & Marketing,region_16,0,m,other,1,31,4.0,4,0,0,51
489,47859,Operations,region_2,0,f,sourcing,1,54,4.0,3,0,0,59
490,77472,Analytics,region_22,0,m,other,1,30,3.0,4,1,0,84
491,16852,Sales & Marketing,region_2,0,m,sourcing,1,23,4.0,3,1,0,49
492,74899,Legal,region_22,0,m,other,1,29,3.0,3,0,0,62
495,20302,Sales & Marketing,region_2,0,m,other,1,20,5.0,2,1,0,54
496,9534,Sales & Marketing,region_2,0,m,sourcing,1,33,1.0,10,0,0,50
497,35170,Sales & Marketing,region_2,0,m,other,1,48,4.0,6,0,0,49
498,53367,Sales & Marketing,region_2,0,m,other,3,34,1.0,7,0,0,50
499,61957,Sales & Marketing,region_23,0,m,other,1,40,4.0,6,1,0,57
500,63843,Analytics,region_22,0,f,sourcing,1,27,5.0,5,1,0,82
501,78261,Sales & Marketing,region_22,0,m,sourcing,3,27,1.0,2,0,0,50
502,54842,Sales & Marketing,region_2,0,f,sourcing,1,23,5.0,2,0,0,42
504,3630,Sales & Marketing,region_27,0,m,sourcing,1,34,4.0,5,0,0,48
505,61588,Technology,region_7,0,m,other,1,31,3.0,6,0,0,78
506,24764,Operations,region_7,0,m,sourcing,1,35,3.0,6,1,0,96
508,15662,Sales & Marketing,region_2,0,m,other,1,51,4.0,4,0,0,49
509,26071,Operations,region_2,0,m,sourcing,1,29,4.0,4,1,0,61
510,65724,Analytics,region_22,0,m,other,1,28,4.0,2,1,0,86
511,56075,Sales & Marketing,region_26,0,m,other,1,33,1.0,5,0,0,48
513,15768,Sales & Marketing,region_2,0,m,referred,2,25,5.0,3,1,0,46
514,69065,Analytics,region_22,0,m,other,1,27,5.0,3,1,0,86
515,41538,Sales & Marketing,region_22,0,f,sourcing,1,28,3.0,2,0,0,45
516,38339,Operations,region_2,0,f,other,1,27,4.0,2,0,0,59
518,30506,Analytics,region_22,0,m,other,2,25,3.0,3,1,0,83
519,47305,Analytics,region_2,0,m,other,2,23,4.0,2,0,0,84
521,72580,Analytics,region_32,0,m,sourcing,1,28,3.0,4,0,0,78
522,40493,Sales & Marketing,region_19,0,m,other,1,30,1.0,8,0,0,48
523,26992,Operations,region_2,0,f,sourcing,1,50,4.0,4,1,0,63
524,30463,Sales & Marketing,region_9,0,m,other,1,28,5.0,2,1,0,51
526,56479,Sales & Marketing,region_2,0,f,other,1,38,2.0,9,0,0,45
527,49158,Sales & Marketing,region_2,0,m,other,1,21,4.0,2,0,0,48
528,37992,Sales & Marketing,region_2,0,m,sourcing,3,23,4.0,1,0,0,51
530,22188,Operations,region_2,0,m,sourcing,2,33,3.0,10,0,0,56
531,35861,Sales & Marketing,region_2,0,m,sourcing,1,56,3.0,3,1,0,47
532,14176,Sales & Marketing,region_2,0,m,sourcing,1,41,3.0,2,0,0,57
533,34989,Sales & Marketing,region_2,0,f,sourcing,1,25,4.0,2,0,0,50
534,67642,Sales & Marketing,region_16,0,m,other,1,33,3.0,3,0,0,55
535,63984,Sales & Marketing,region_24,0,f,sourcing,1,30,1.0,4,0,0,51
536,49112,Sales & Marketing,region_15,0,m,other,1,38,1.0,10,0,0,51
537,34251,Analytics,region_22,0,f,other,1,26,5.0,2,0,0,83
538,20517,Operations,region_15,0,m,other,1,31,3.0,5,0,0,58
539,43178,Sales & Marketing,region_15,0,m,sourcing,1,38,1.0,7,0,0,51
540,13665,Operations,region_2,0,f,sourcing,1,42,5.0,7,1,0,59
541,1946,Operations,region_8,0,m,sourcing,1,27,4.0,5,0,0,66
542,400,Technology,region_2,0,f,other,1,32,4.0,2,1,0,76
543,78168,Sales & Marketing,region_22,0,m,other,1,20,2.0,2,0,0,47
544,64979,Sales & Marketing,region_27,0,m,sourcing,2,33,1.0,4,0,0,48
545,62129,Sales & Marketing,region_7,0,m,sourcing,1,28,3.0,6,0,0,53
546,17026,Sales & Marketing,region_31,0,m,sourcing,1,22,5.0,2,1,0,52
547,9686,Sales & Marketing,region_32,0,m,other,1,28,4.0,1,0,0,45
548,7888,Sales & Marketing,region_22,0,f,sourcing,1,23,3.0,2,0,0,51
549,18343,Sales & Marketing,region_32,0,m,other,1,34,1.0,3,0,0,49
551,43527,Sales & Marketing,region_2,0,m,sourcing,3,26,3.0,4,0,0,48
552,10987,Sales & Marketing,region_32,0,f,sourcing,1,27,3.0,2,0,0,50
555,67619,Sales & Marketing,region_22,0,m,sourcing,1,27,2.0,2,0,0,51
556,4250,Sales & Marketing,region_2,0,f,sourcing,1,50,3.0,2,0,0,48
557,30156,Sales & Marketing,region_22,0,f,other,1,28,3.0,5,0,0,52
558,12409,Finance,region_2,0,m,sourcing,1,31,3.0,3,0,0,63
559,47877,Sales & Marketing,region_2,0,f,sourcing,1,56,3.0,18,0,0,50
561,50697,Sales & Marketing,region_15,0,m,other,1,37,3.0,7,0,0,50
563,36647,Sales & Marketing,region_21,0,m,sourcing,1,26,5.0,3,0,0,63
564,37289,Sales & Marketing,region_32,0,m,sourcing,1,31,3.0,5,0,0,51
565,22773,Sales & Marketing,region_28,0,m,sourcing,1,31,3.0,7,0,0,49
566,33901,Analytics,region_22,0,m,sourcing,2,28,3.0,4,0,0,81
567,13383,Sales & Marketing,region_7,0,m,other,1,25,4.0,3,0,0,43
568,4790,Sales & Marketing,region_7,0,m,sourcing,1,28,3.0,4,1,0,59
569,67280,Sales & Marketing,region_2,0,m,sourcing,1,22,3.0,2,1,0,54
570,32088,Sales & Marketing,region_13,0,m,other,1,25,3.0,2,0,0,52
571,53334,Sales & Marketing,region_15,0,m,other,2,30,1.0,2,0,0,45
572,69155,Technology,region_2,0,f,other,1,50,1.0,9,0,0,77
573,13483,Sales & Marketing,region_27,0,m,other,1,25,4.0,1,1,0,53
574,42675,Sales & Marketing,region_28,0,m,other,1,28,3.0,3,0,0,51
575,39196,Sales & Marketing,region_2,0,m,other,1,56,4.0,13,1,0,45
576,15957,Sales & Marketing,region_15,0,m,other,1,28,1.0,3,0,0,51
580,6022,Sales & Marketing,region_28,0,m,other,1,33,3.0,7,0,0,52
581,54316,Sales & Marketing,region_28,0,m,other,1,33,3.0,2,1,0,49
582,45949,Procurement,region_26,0,m,sourcing,1,33,3.0,5,1,0,69
583,22003,Sales & Marketing,region_7,0,m,other,1,27,3.0,2,0,0,50
584,50976,Sales & Marketing,region_2,0,f,sourcing,1,40,3.0,3,1,0,50
585,36514,Sales & Marketing,region_2,0,m,sourcing,1,21,1.0,2,0,0,50
586,4732,Sales & Marketing,region_32,0,m,other,1,31,3.0,5,0,0,45
587,71474,Sales & Marketing,region_27,0,m,sourcing,1,26,4.0,5,0,0,49
588,4948,Operations,region_27,0,m,other,1,26,5.0,4,1,0,56
589,43609,Finance,region_2,0,m,other,3,29,3.0,4,0,0,57
590,72170,Sales & Marketing,region_2,0,m,other,1,48,2.0,16,0,0,55
591,63603,Sales & Marketing,region_28,0,m,sourcing,1,35,3.0,10,0,0,42
592,10123,R&D,region_22,0,m,other,3,31,3.0,2,0,0,88
593,22729,Operations,region_2,0,f,sourcing,1,43,5.0,18,0,0,73
594,38434,Sales & Marketing,region_22,0,m,other,1,22,1.0,2,0,0,52
595,2226,Sales & Marketing,region_2,0,f,other,1,36,1.0,7,0,0,50
596,23324,Technology,region_2,0,f,sourcing,1,30,1.0,3,0,0,82
597,8578,Analytics,region_2,0,m,other,2,30,3.0,3,0,0,86
598,26857,Sales & Marketing,region_9,0,m,other,1,32,3.0,7,0,0,51
600,73770,Analytics,region_7,0,m,other,1,23,1.0,1,0,0,88
601,56507,Sales & Marketing,region_15,0,m,sourcing,1,32,4.0,5,0,0,51
603,24908,Sales & Marketing,region_7,0,m,other,1,33,3.0,8,0,0,54
604,42292,Sales & Marketing,region_7,0,m,sourcing,1,29,2.0,3,0,0,51
606,4533,Sales & Marketing,region_7,0,m,sourcing,1,21,5.0,2,1,0,49
607,34254,Sales & Marketing,region_2,0,m,other,1,54,1.0,23,0,0,48
608,51986,Procurement,region_2,0,f,sourcing,1,47,1.0,20,0,0,70
609,59669,Sales & Marketing,region_2,0,f,sourcing,1,54,2.0,9,0,0,48
610,11116,Sales & Marketing,region_2,0,m,sourcing,1,38,3.0,9,0,0,49
611,19558,Sales & Marketing,region_2,0,m,sourcing,1,47,4.0,7,0,1,96
612,27296,Procurement,region_2,0,f,other,1,38,4.0,9,0,0,72
613,72464,Sales & Marketing,region_14,0,m,other,1,32,1.0,7,0,0,49
615,13693,Sales & Marketing,region_16,0,f,other,1,41,1.0,4,1,0,47
618,51123,Analytics,region_32,0,m,other,1,27,4.0,5,1,0,84
621,54743,Sales & Marketing,region_9,0,m,other,1,28,1.0,2,0,0,43
622,20484,Sales & Marketing,region_22,0,m,sourcing,1,28,1.0,5,0,0,53
625,48587,Analytics,region_2,0,m,other,1,35,1.0,9,0,0,83
626,11386,Sales & Marketing,region_2,0,m,sourcing,1,41,1.0,3,1,1,50
627,55861,Sales & Marketing,region_2,0,m,sourcing,1,32,4.0,7,0,0,48
628,29862,Analytics,region_22,0,m,other,2,28,5.0,7,1,0,84
630,43870,Sales & Marketing,region_31,0,m,other,1,38,4.0,9,0,0,46
631,9169,Sales & Marketing,region_16,0,m,other,1,21,1.0,2,0,0,52
633,2711,Sales & Marketing,region_19,0,m,other,1,42,3.0,5,0,0,55
635,11161,Technology,region_7,0,m,other,1,33,4.0,7,0,0,77
636,7861,Finance,region_2,0,f,other,1,41,3.0,10,0,0,60
637,73691,Operations,region_32,0,f,other,1,27,4.0,3,0,0,61
638,61178,Sales & Marketing,region_21,0,m,other,2,28,2.0,2,0,0,50
640,7501,Operations,region_31,0,m,other,1,31,5.0,7,1,0,58
642,34738,Analytics,region_22,0,m,sourcing,1,29,3.0,5,1,0,81
643,73094,Sales & Marketing,region_15,0,m,other,1,43,4.0,14,0,0,49
644,60272,Analytics,region_22,0,m,sourcing,1,31,3.0,3,0,0,85
645,64163,Analytics,region_7,0,m,sourcing,1,39,4.0,8,0,0,88
646,52953,Sales & Marketing,region_2,0,m,sourcing,1,45,1.0,5,0,0,46
647,77341,Sales & Marketing,region_26,0,m,other,2,31,3.0,4,0,0,52
648,16016,Sales & Marketing,region_28,0,m,other,1,34,3.0,2,0,0,46
